% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=42, Mon Dec 16 20:17:58 2024, <python>{}</python>
1 6 0.39411408372221474 0 0 0.34434617516981464 0.3572869989579412
2 12 0.43877204609994747 0 0 0.35627912947914775 0.46066170220537445
3 18 0.46933726521500885 0 0 0.36939713214054 0.4860473208801499
4 24 0.5766614508550428 0 0 0.5473552177752034 0.5323511905090443
5 30 0.6243276824905003 0 0 0.582572033284118 0.5808194657832172
6 36 0.7662608153221948 0 0 0.8103893052287161 0.6939870728925346
7 42 1.1577525031530023 0 0 1.3415687279862387 0.9991729510225681
8 48 1.6625986597252491 0 0 2.0098102808774123 1.0
9 54 1.8942533423585663 0 0 2.3246143640449106 1.0
10 60 2.0259270538327545 0 0 2.0245526021929527 1.0
11 66 2.084546029043917 0 0 1.664917592591784 1.0
12 72 1.7973936651980431 0 0 1.2273443858933502 0.8106828056418044
13 78 1.642993265069759 0 0 1.0227268595725771 0.7493487529891873
14 84 1.366156143640081 0 0 0.840202803540873 0.522087743202255
15 90 1.2834525186068002 0 0 0.6414046132970299 0.5185743806179209
16 96 1.2441444615359747 0 0 0.5219857140654464 0.5291939354555679
17 102 1.0601745107428682 0 0 0.38211324783304906 0.428009089403643
18 108 0.9087484878093341 0 0 0.2994917623555019 0.3088306119548118
19 114 0.9731930521628925 0 0 0.29853092824050775 0.36364513208669724
20 120 0.9668083872006127 0 0 0.2640823883976184 0.3838329256918787
21 126 0.7134686375336023 0 0 0.15704323146611338 0.27298037918831264
22 132 0.5768704867942731 0 0 0.10537303436297309 0.2122893560223703
23 138 0.44442421825370065 0 0 0.06407608982998651 0.16633080207386994
24 144 0.337005383674812 0 0 0.04084971281837296 0.11793099267743226
25 150 0.3157229808365992 0 0 0.03101713198094491 0.11921925500036439
26 156 0.3585491704803744 0 0 0.035261837748485875 0.14738488241697453
27 162 0.40088723234398393 0 0 0.037938414518598786 0.1788664556454939
28 168 0.38549034919550457 0 0 0.031051759567284003 0.17566200519012806
